"T1_1H_R1";"T1_2H_R1";"T1_3H_R1";"T1_4H_R1";"T1_5H_R1";"T1_6H_R1";"T2_1H_R1";"T2_2H_R1";"T2_3H_R1";"T2_4H_R1";"T2_5H_R1";"T2_6H_R1";"T3_1H_R1";"T3_2H_R1";"T3_3H_R1";"T3_4H_R1";"T3_5H_R1";"T3_6H_R1";"T1_1H_R2";"T1_2H_R2";"T1_3H_R2";"T1_4H_R2";"T1_5H_R2";"T1_6H_R2";"T2_1H_R2";"T2_2H_R2";"T2_3H_R2";"T2_4H_R2";"T2_5H_R2";"T2_6H_R2";"T3_1H_R2";"T3_2H_R2";"T3_3H_R2";"T3_4H_R2";"T3_5H_R2";"T3_6H_R2";"ExpT1";"ExpT2";"ExpT3"
"G464";-0.4316187;-2.408579;-0.7511707;-1.854929;0.1314297;-0.7767758;-1.089235;-2.621134;-2.638297;-1.745049;-0.4918046;-2.938847;-1.939321;-3.839553;-3.763192;-0.6769216;0.2500711;-2.55532;-0.3546456;-0.7538904;-2.109293;-0.6527363;-1.035322;-2.203262;-1.422869;-2.969606;-3.514585;-1.161821;-0.1414934;-1.624728;-1.484522;-3.211512;-3.361618;-1.356678;-0.02562246;-1.737816;"Sous";"Sous";"Sous"
"G465";-0.296191;-0.9198192;0.0002498578;-0.5596654;-0.08686734;0.9493463;-0.7758598;-1.099373;-1.154863;-0.01335411;1.473953;2.018073;-0.8419381;-1.344166;-1.510357;-0.8696655;0.3391471;2.067153;-0.188787;0.01505546;-0.3817452;0.9262254;0.07966804;0.7529422;-0.6996877;-1.087813;-0.635622;1.488974;1.820115;2.514433;-0.2882082;-0.8532473;-1.150938;0.4103421;1.99327;2.353987;"Non";"Sur";"Sur"
"G472";-0.03136615;0.2095895;0.1002971;-0.2731698;-1.071192;-0.2901453;-0.2681314;-1.559565;-1.815442;-1.856758;-2.472453;-2.987617;-0.5926039;-1.723073;-2.445904;-2.405273;-2.480861;-2.850188;-0.08609789;-0.3377362;0.2345952;-0.3488004;-1.137794;-0.931087;-0.2894915;-1.995032;-1.944392;-1.961388;-2.394912;-2.925834;-0.8057918;-2.528918;-2.5647;-2.18499;-2.554786;-3.310975;"Non";"Sous";"Sous"
"G473";-0.104847;-0.8517466;-0.3768802;-1.133645;-0.4056536;0.4345228;-0.823182;-2.667119;-4.193543;-3.20354;-3.092533;-3.589538;-0.892518;-2.764028;-2.224668;-4.027354;-2.842288;-2.63914;-0.3145024;-0.04289305;-0.75201;0.2995588;-0.3484156;1.06203;-1.553461;-2.732745;-2.876445;-1.371561;-1.390445;-1.723759;-1.267428;-2.333854;-2.894644;-1.833732;-1.9381;-2.151445;"Non";"Sous";"Sous"
"G476";-0.2485027;-0.9994044;-0.09030427;-0.1118354;0.4236747;0.3223193;-0.8932787;-1.796727;-2.502102;-2.402731;-2.745977;-2.74377;-0.8028649;-2.771504;-2.154907;-2.698526;-3.107336;-2.068373;-0.1830264;0.2251861;-0.5343306;0.8921815;0.5311502;1.008696;-1.04339;-2.349875;-2.027242;-1.74084;-2.241455;-2.125654;-0.898976;-2.250424;-2.554246;-2.205171;-2.635481;-2.245981;"Non";"Sous";"Sous"
"G481";-0.07775358;-0.1317637;-0.3429131;0.625045;0.9532662;0.3688634;-0.1635906;-0.4535522;-2.133274;-1.612462;-1.787206;-2.866523;-0.3823399;-1.175663;-1.787338;-1.322824;-1.295448;-1.88488;0.0213687;-0.608561;-0.3869255;0.0007614814;0.4798749;0.7946069;-0.1197391;-1.419533;-1.58618;-2.614422;-3.408738;-2.431331;0.1958785;-1.816868;-2.058958;-2.06875;-2.498415;-2.734655;"Non";"Sous";"Sous"
"G487";-0.3999281;-0.6875171;-0.7015946;-0.5027968;0.009760819;-1.229249;-0.6597634;-0.1889969;-0.9958966;-0.8617052;-1.270113;-2.353471;-1.492114;-1.642056;-1.188543;-1.431418;-2.28137;-2.267152;-1.222744;-1.181441;-0.5502102;-0.9114559;-0.5241148;-0.1662294;-0.4284796;-0.8750374;-0.4517257;-1.910869;-2.149698;-2.661521;-0.8990267;-1.976895;-1.183636;-2.029106;-1.879315;-2.883087;"Non";"Sous";"Sous"
"G491";-0.04730177;0.09623959;0.1773773;0.4811034;-0.1538927;-0.4316706;0.2177428;1.156543;1.971952;2.262632;2.068283;2.661448;0.52089;1.484811;1.964385;2.499679;2.325636;2.329795;0.02442291;-0.200398;0.3081994;-0.3232297;-0.5325989;-0.6951493;0.3244413;1.35094;1.836789;2.000219;2.185367;2.440485;0.2530215;1.333143;1.98305;2.142471;2.138142;2.441982;"Non";"Sur";"Sur"
"G493";0.07302086;0.1237243;-0.04079811;0.3129908;-0.21881;-0.3709268;0.4154551;1.322512;2.11393;2.078329;2.125336;2.565917;0.5509936;1.533755;1.849878;2.242047;2.145274;2.352966;-0.01857777;-0.1013153;0.4288528;-0.3660573;-0.5730944;-0.7859395;0.2713005;1.41443;1.825826;1.885657;2.09238;2.393059;0.4454155;1.424925;2.020197;1.969635;2.075227;2.351715;"Non";"Sur";"Sur"
"G495";0.1225992;0.1854133;-0.004746537;0.3008856;-0.2014916;-0.40905;0.4599165;1.398253;2.048277;2.351002;1.929012;2.360672;0.4553615;1.659251;2.033082;2.479837;2.282456;2.239364;0.2472205;-0.0175483;0.3490021;-0.2474222;-0.4877398;-0.8022126;0.4231123;1.64083;1.993309;2.097415;2.234331;2.300847;0.7099335;1.672928;2.197744;2.259754;2.194817;2.188014;"Non";"Sur";"Sur"
"G499";0.1985705;0.5480748;0.5963222;0.05285591;-0.6269107;-0.8592148;-0.6313556;-1.008641;-2.227783;-1.753888;-1.859528;-2.138803;-0.3796735;-1.029623;-1.412601;-2.005035;-1.949018;-1.63026;-0.8929389;0.1539549;0.9309565;-0.2506464;-1.244912;-0.9467205;-0.5076008;-0.9305914;-1.153279;-2.502566;-3.464703;-2.606453;-0.5317944;-1.276846;-0.6613525;-2.427446;-2.676615;-1.956013;"Non";"Sous";"Sous"
"G500";-0.06590967;0.1638175;-0.1177422;-0.2375545;-0.3296096;-0.2816358;0.4601759;2.037962;2.637556;2.665061;2.422922;2.74121;0.3189281;2.359136;2.405465;2.953936;2.864385;2.460718;0.2673345;-0.3166483;0.5633348;-0.5780358;-1.097562;-0.9813204;1.2766;2.554356;2.593923;2.3313;2.763744;2.573984;0.7151124;2.454949;2.703276;2.654584;2.534212;2.596728;"Non";"Sur";"Sur"
"G503";-0.4003364;-0.02162726;-0.1358039;0.02343734;0.04113604;0.4984476;-1.308552;-1.967761;-1.834357;-2.19581;-2.627344;-3.144925;-1.171738;-2.88759;-2.073472;-2.976436;-2.915423;-3.12902;-0.02418774;0.05358525;-0.09582047;0.079905;0.1859029;0.6809849;-1.05878;-2.297303;-2.119878;-1.734716;-2.310181;-3.271418;-1.193809;-2.869421;-2.622104;-2.630428;-2.686682;-3.68952;"Non";"Sous";"Sous"
"G505";0.04842408;0.1722903;-0.1711762;0.6260892;-0.01532476;-0.2105142;0.2588536;1.549386;2.591286;2.646773;2.644936;2.930633;0.328859;1.48499;2.270341;2.667554;2.698068;2.56483;-0.05735421;-0.3712235;0.4693244;-0.229727;-0.6102421;-1.058058;0.4495996;1.616512;2.228793;2.222349;2.492789;2.674107;0.2112436;1.6461;2.349992;2.572019;2.615662;2.60664;"Non";"Sur";"Sur"
"G521";-0.1639558;-0.01225477;0.02562015;0.1615557;0.9783768;0.5145422;-0.5071672;-1.155905;-3.480345;-2.903289;-2.403714;-2.755602;-0.8304377;-1.932365;-2.166834;-2.807539;-2.206439;-1.976817;-0.3181849;-0.1850194;-0.5758456;0.1083345;0.5169003;0.8669818;-1.046676;-2.800241;-2.565502;-3.551506;-3.218425;-2.758614;-0.9222068;-2.7088;-2.926122;-2.742399;-3.259566;-2.574723;"Non";"Sous";"Sous"
"G550";-0.2639962;-1.036928;-0.2790256;-0.4618696;-0.9250215;0.6411294;-1.386896;-3.13297;-4.587331;-3.997022;-3.857348;-3.703342;-1.088817;-3.373535;-2.795121;-3.710676;-3.939748;-2.87982;0.2953959;0.3707042;-0.09556187;0.7955918;0.3809763;0.3874881;-1.380979;-3.887876;-2.744784;-2.922684;-2.948422;-2.535173;-0.6357501;-2.860338;-3.077589;-2.653775;-2.918353;-2.907995;"Non";"Sous";"Sous"
"G552";-0.3452109;-0.141176;0.2082295;0.1680768;-0.4697798;-0.5716696;-0.9523919;-1.866831;-2.666834;-2.21523;-2.388389;-2.250373;-1.099039;-1.904416;-2.477915;-2.21523;-2.615136;-2.481867;-0.3343286;0.9697296;0.1001374;0.2392012;-1.058772;-1.081036;0.1647355;-1.543695;-1.74501;-2.088719;-2.615136;-2.481867;-0.6096442;-2.096967;-1.895883;-2.21523;-2.302167;-2.370976;"Non";"Sous";"Sous"
"G559";-0.4131458;0.7772149;-0.1904955;0.5445644;0.08558054;-0.8331252;0.6450164;3.06114;3.642822;2.29663;2.809434;1.992557;0.3107822;2.849111;2.221627;2.629589;2.301572;2.141379;-0.2322896;0.3946432;-0.07125227;-0.1919325;0.2071701;-1.118189;0.2869265;3.995717;3.651462;2.36405;2.441104;1.83827;-0.4972646;2.95176;2.506748;2.413198;3.204578;2.12447;"Non";"Sur";"Sur"
"G560";0.03651166;0.08106643;0.1178537;0.3907793;-0.1177926;-0.2267485;0.5413198;1.818165;2.789716;2.842065;2.548881;3.096996;0.7268834;2.032295;2.694197;2.866309;2.841838;2.872585;0.09571686;-0.2187061;0.5180631;-0.2320535;-0.6333094;-0.9570807;0.554652;2.139638;2.527476;2.518213;2.630492;2.913459;0.6643116;2.173322;2.719699;2.709394;2.691976;2.844293;"Non";"Sur";"Sur"
"G562";0.004594149;1.323784;1.966233;3.317148;1.98874;0.5249452;0.2096516;0.2676393;1.118104;1.849808;2.632139;4.218431;-0.2810835;1.213327;2.226055;3.424597;3.724672;4.495326;-0.1044751;1.719313;3.1466;2.695605;1.375576;0.5005165;0.1855934;0.2564867;0.040376;2.07218;2.77161;4.269937;0.1131117;1.373076;2.636731;3.72923;3.966112;4.377936;"Non";"Sur";"Sur"
"G564";-0.1995591;0.9645327;0.4826606;1.358126;0.8225644;-0.7209214;0.8487;3.08476;3.594901;3.768393;3.421314;3.606705;1.034163;3.155795;3.174822;3.783592;3.229933;3.430294;0.265937;0.5193906;1.278096;0.6485602;0.03584257;-0.681959;0.7747016;2.941654;3.294233;3.415535;3.140831;3.691547;1.240313;2.824068;3.197549;3.693726;3.176262;3.253772;"Non";"Sur";"Sur"
"G568";0.1516656;2.658409;0.7196912;-1.651881;0.5313278;-1.229678;-1.176771;1.381478;-0.1580192;-0.913171;-0.3103954;-2.05005;-0.1377929;2.619361;0.5328459;-0.3581409;-0.4717871;-1.622524;0.1552136;2.358991;2.114051;-2.002586;-2.971387;-0.8059103;-1.451956;-1.009734;-0.1398992;-3.194331;-4.245504;-2.170435;1.12471;2.243778;1.67544;-1.417168;-3.061622;-1.685552;"Sous";"Sous";"Sous"
"G570";0.03947201;-0.001185151;-0.4550798;0.4087581;-0.349143;-0.5578617;0.299878;1.343045;2.100585;2.107669;2.120266;2.336802;0.5962968;1.332477;1.651266;2.218309;2.122313;1.774778;0.08623942;0.04841299;0.2861197;-0.4657733;-0.4254049;-0.8572831;0.3303872;1.298342;1.650703;1.850334;1.929217;2.042412;0.5444269;1.29814;1.745343;2.184193;2.001016;1.782738;"Non";"Sur";"Sur"
"G574";-0.1076907;1.434248;3.395098;3.946212;4.61624;4.100915;-0.6268577;-0.5708211;-0.3655677;-0.8907833;-0.7451738;-0.35903;-0.5025964;-0.05636203;0.1471176;-0.6547245;-0.7451738;-0.1524003;0.1714444;0.5466585;2.672716;2.89231;3.579484;3.576946;-0.5219436;-0.9566934;-0.06335684;-0.8907833;-0.7451738;-0.35903;0.3015176;-0.9566934;-0.2775997;-0.8907833;-0.5802192;-0.35903;"Sur";"Non";"Non"
"G575";0.0396997;1.802854;2.910198;3.540893;3.59437;2.517476;-1.309664;-2.817833;-2.861408;-2.673071;-2.111633;-1.948962;-1.085998;-1.930215;-1.314802;-2.106298;-2.208267;-1.228473;-0.09278617;1.131532;2.612502;2.661835;3.047232;2.712218;-0.9489462;-3.635587;-2.699139;-2.804248;-2.419021;-1.821446;-0.9607493;-2.941578;-2.043004;-2.3068;-2.369329;-2.283616;"Sur";"Sous";"Sous"
"G579";0.1025451;-0.6878294;0.2603396;-0.3178869;-0.392481;0.0005339282;-0.2253972;-1.639303;-2.949267;-3.902591;-3.346708;-3.748902;-0.2817956;-0.9191269;-2.523732;-4.176422;-3.586536;-3.279045;0.08162168;-0.1454048;0.09905793;-1.301436;-1.772822;-1.765967;-0.1664684;-0.8670337;-1.9018;-5.428053;-4.602925;-3.454276;-0.5148826;-1.466565;-2.429228;-4.162444;-5.227217;-2.967291;"Non";"Sous";"Sous"
"G581";-0.2197982;0.5138534;-0.4007152;0.4152786;0.9288375;-0.5289527;-0.2512179;1.967539;3.716078;4.008704;3.714921;2.465362;-0.04352057;1.952801;2.70735;3.383167;3.523164;2.009719;-0.5898663;-0.9951895;-0.07015854;-0.5741438;-0.007877408;-1.174282;-0.3662938;1.204897;2.670851;3.512566;3.168203;2.03748;-0.5263106;0.7178522;2.301763;3.381865;2.907852;1.535856;"Non";"Sur";"Sur"
"G588";-0.5295532;0.3820369;-1.138472;-2.28045;-2.225289;-2.534652;-1.10404;-1.183744;-2.755155;-3.261338;-3.980542;-1.117627;-1.173149;-0.8553678;-2.130395;-2.789418;-4.130436;-0.8447413;-1.315519;0.2760627;0.2963515;-0.7220316;-0.1504661;-1.412375;-0.2891817;-0.367392;-1.523923;-3.428736;-3.300234;-3.914426;-2.264169;-0.09405304;-2.592024;-3.730666;-3.579084;-5.07127;"Sous";"Sous";"Sous"
"G589";-0.7638377;0.1620215;-1.459302;-1.877139;-2.1752;-2.189033;-0.4041904;-0.6339016;-1.710596;-2.157962;-2.976741;1.199927;-1.411915;-0.1187834;-1.706688;-1.878603;-2.488662;0.6546111;-1.186149;-0.1081099;0.1954032;-0.4147249;-0.0895384;-1.47147;-1.427779;0.5166688;-0.7133869;-1.708816;-2.890425;-2.373826;-1.261979;0.751911;-0.8597732;-2.625788;-3.063904;-2.835995;"Sous";"Non";"Sous"
"G602";-0.5968672;0.8831107;-1.171773;-2.567305;-2.511349;-2.28171;-0.7094259;-1.009946;-2.005912;-3.100537;-3.87758;-2.533681;-1.316648;-0.342942;-2.101747;-3.009408;-3.879585;-2.687761;-0.966529;0.4745323;0.2626046;-0.3992373;-0.5364203;-1.374946;-0.07731176;0.3122407;-1.361372;-2.923008;-2.704912;-3.375853;-2.183354;-0.2479253;-1.912215;-3.073312;-3.184398;-3.877227;"Sous";"Sous";"Sous"
"G604";-0.04412548;0.2517346;-0.267574;0.4068687;-0.214305;-0.4559716;0.5546567;1.96374;2.977802;2.843659;2.422152;2.586022;0.635697;2.140201;2.651809;2.846575;2.602384;2.141704;0.2052288;0.0165344;0.4555891;-0.2685645;-0.4655777;-0.6278889;0.6221356;2.129343;2.653471;2.511661;2.461006;2.392009;0.7439862;2.172967;2.793218;2.787524;2.435285;2.196023;"Non";"Sur";"Sur"
"G606";-0.1187469;1.456639;0.7999651;0.2468279;0.5321063;-0.5012645;-0.1450381;-0.8107231;-0.9130421;-2.576532;-1.622439;-1.598216;-0.1383422;-0.891321;-1.411988;-2.607661;-2.292084;-2.317781;-0.6316288;0.5316812;0.6540778;0.2730389;0.6012531;-0.7094254;-0.4705498;-0.7426489;-1.76311;-2.34472;-2.548233;-2.210735;-0.3815795;-1.295004;-1.950364;-2.21821;-2.51537;-2.927624;"Non";"Sous";"Sous"
"G609";-0.1727176;-0.2533071;-0.2591318;0.6595063;-0.7577559;-0.3712832;0.8101108;3.58007;4.709287;4.097567;3.51373;3.639622;0.6390315;3.915672;4.552663;4.101437;3.643251;3.148481;-0.3419844;0.4165444;0.3424894;-0.1231192;-1.065261;-0.9702589;1.331234;3.915448;4.493353;3.840696;3.142016;3.300736;1.579427;4.078767;4.774658;3.897688;3.109301;3.17305;"Non";"Sur";"Sur"
"G610";-0.07307813;-0.5742038;0.1867749;-0.5022723;-0.05192046;0.4574308;-0.1601527;-1.868373;-2.607429;-3.385639;-3.494262;-5.298472;-0.296539;-1.84066;-1.955498;-3.626309;-3.657617;-3.349942;-0.4006848;-0.01871729;-0.5122735;0.7931449;0.9759336;0.6431996;-0.7056021;-1.66612;-1.705158;-1.553661;-1.258883;-3.38169;-0.6843327;-1.324381;-2.19971;-2.255121;-2.451877;-3.963062;"Non";"Sous";"Sous"
"G617";-0.142396;0.113527;0.1386009;0.3401108;-0.3424359;-0.2234974;0.4266109;2.062199;3.077098;2.704024;2.412296;2.602319;0.5591565;2.316368;2.983303;2.692472;2.503697;2.180763;0.2015663;-0.09980183;0.4063656;-0.5253183;-0.5326332;-0.9770373;0.8823134;2.459418;2.82275;2.449302;2.295902;2.340615;0.8631885;2.423271;3.006942;2.402156;2.213952;2.255152;"Non";"Sur";"Sur"
"G621";-0.2481727;-0.01941443;0.01267844;0.5607629;-0.2974984;-0.3701924;0.4057781;2.814483;3.938612;3.109283;2.614733;2.784037;0.4625898;2.930892;3.639043;3.160251;2.619302;2.395885;0.216516;0.3082242;0.4213942;-0.4635756;-0.7040767;-1.076459;0.7164561;2.996727;3.561762;3.143083;2.525781;2.369499;1.083245;2.953335;3.559362;3.097773;2.558348;2.271924;"Non";"Sur";"Sur"
"G627";0.4975338;1.020093;0.1231036;-0.1513875;-0.5778365;-0.6172966;0.6374596;0.8414087;-0.1362063;-0.7100771;-1.222075;-2.666191;0.9150347;1.012219;-0.5381976;-0.5762132;-1.122558;-1.992576;0.6034162;0.7952213;0.9303712;-0.4609601;-1.223293;-0.6028814;0.7241223;0.6411886;0.3874522;-1.935119;-2.631023;-2.769362;1.173116;0.3939781;0.0852436;-1.520003;-3.35026;-2.329189;"Non";"Sous";"Sous"
"G631";-0.01416556;1.354472;0.2814374;-0.9802814;-0.6305013;-1.012169;-1.125902;0.4128408;2.289756;1.259991;1.425166;2.089609;-0.5376918;0.7027017;1.159962;1.108923;1.314274;2.039266;-1.507305;-0.5100385;-0.2630695;-1.44242;-0.1727318;-0.4673308;-2.385869;-0.400664;1.02914;0.1460932;0.2957035;1.882641;-2.111094;-0.4754541;1.832442;0.3504327;0.5701134;2.616767;"Non";"Sur";"Sur"
"G635";-0.3350473;0.01618675;0.5299662;0.623278;0.04171026;-0.2472701;0.811489;2.716667;3.07104;2.975264;2.544041;2.710183;0.8523899;2.943306;3.414117;3.022601;2.857623;2.603231;-0.2420993;-0.08145848;0.4913329;-0.3082429;-0.3901073;-1.22429;1.205598;2.9855;3.074803;2.650822;2.58341;2.145617;0.9295044;3.17932;3.313138;2.847287;2.703297;2.413792;"Non";"Sur";"Sur"
"G637";0.03859495;0.0585315;0.1210506;0.5076022;-0.3087448;-0.3285239;0.8729547;2.745775;3.760837;3.397832;3.010095;3.391026;1.059014;2.894163;3.446372;3.41032;3.033689;2.738092;0.2967989;0.0309195;0.6320587;-0.3194855;-0.6510216;-1.000396;1.17415;2.846086;3.429405;2.971378;2.662346;3.048382;1.379126;2.81817;3.558022;3.081519;2.670862;2.756837;"Non";"Sur";"Sur"
"G645";-0.3990113;0.3195772;-1.071707;-2.193632;-2.51004;-1.864185;-0.4213527;-0.9084328;-1.397702;-2.68085;-3.032858;-2.609544;-1.060932;-0.3892201;-1.912666;-2.407247;-3.033631;-2.472158;-1.389742;0.360791;0.2959257;-0.2089839;-0.2737315;-0.5080273;-0.4289283;1.036519;-0.3257917;-2.025309;-0.8071563;-2.365112;-1.822393;0.8433212;-0.5754463;-1.566652;-1.625853;-2.448712;"Sous";"Sous";"Sous"
"G647";0.05997196;0.1144975;-0.8768604;-1.239625;-0.8899383;-1.189643;1.899821;3.764859;3.604887;3.864676;3.837736;4.469025;2.082686;3.680282;3.015876;3.189081;3.288799;4.228554;0.1008697;0.3816288;0.04525605;-1.212965;-1.600086;-0.8373521;2.134018;3.553542;3.395139;3.596904;3.334223;3.97955;2.255381;3.296282;3.104396;3.322096;3.361118;3.970158;"Sous";"Sur";"Sur"
"G656";-0.02388814;0.7725334;0.03196908;0.3983502;0.07912651;-0.1240268;0.3325711;2.858604;3.321717;3.749959;3.817611;3.535323;0.5418392;2.914122;3.250181;3.644944;3.612713;3.403935;0.4435592;0.007848941;0.3668055;-0.3491883;-0.5884463;-0.9346188;0.7450389;2.63163;3.459329;3.85949;3.541779;3.357328;0.2906769;2.96618;3.501526;3.530292;3.798155;3.664591;"Non";"Sur";"Sur"
"G663";1.731727;1.342546;1.121728;0.7321341;0.7448395;0.937971;-0.06553604;-0.7219313;-0.8541986;-1.346126;-1.09104;-2.43207;1.673402;0.8080308;0.1200223;0.3239486;0.1792261;-1.818857;1.395046;1.399434;0.7651388;0.9677223;0.5097246;1.063886;-0.3494887;-0.6956068;-0.7284705;-1.524336;-1.749255;-1.956823;1.66528;0.4060366;-0.001723108;-0.6803404;-1.190449;-2.247125;"Sur";"Sous";"Sous"
"G665";0.05394163;0.4003315;0.3022364;0.5485287;0.3204474;-0.4240216;0.6634911;2.537265;2.575372;3.089683;3.3397;2.630145;0.8028552;2.457908;2.832188;3.040658;2.876879;2.513386;-0.09902906;0.1214028;0.8099452;-0.3870768;-0.3006956;-0.5837519;1.196762;1.731466;2.663534;2.929533;2.854548;2.288018;0.8289062;2.238887;3.018125;2.643469;2.860467;2.383363;"Non";"Sur";"Sur"
"G666";0.2631738;1.3692;0.1054257;0.4349751;0.005534105;-0.3463119;0.1423054;2.563443;2.991506;3.885227;4.337137;3.667757;1.022414;2.529619;3.124037;3.843612;3.780602;3.20001;-0.1875521;0.008852824;1.00816;-0.1960668;-0.3891686;-0.8306088;1.056647;1.463018;2.958496;3.501292;3.508085;3.320819;1.056811;2.166006;3.510511;3.293285;3.673568;3.587148;"Non";"Sur";"Sur"
"G667";-0.2425845;0.4760955;-0.4559999;0.3043048;0.0584103;-0.5465311;-0.0290814;1.768148;2.622371;3.795888;4.419523;4.504678;-0.1099849;1.890821;3.000136;3.700458;4.561631;4.322447;0.1889355;-0.2273335;0.5980186;-0.3763081;-0.6342696;-1.226582;0.4935316;1.392804;2.750728;4.059661;4.446463;4.461061;-0.1430142;1.857871;3.307499;3.718987;4.574744;4.581925;"Non";"Sur";"Sur"
"G669";-0.1844255;-0.1884984;0.1238838;-0.2539125;-0.07332162;0.3697211;-0.04272936;-1.32418;-2.060546;-1.959474;-2.394763;-2.563561;-0.2905606;-0.905995;-1.623672;-2.448385;-2.435283;-2.148272;-0.2205221;0.01652707;0.01492373;0.3374618;0.1716783;0.6429495;-0.2041255;-1.47388;-1.688579;-1.703656;-1.812439;-2.141761;-0.2960445;-1.272867;-1.627505;-2.179603;-1.935562;-2.136355;"Non";"Sous";"Sous"
"G670";-0.2522852;0.0924974;0.6362458;1.601333;2.174726;2.073223;-0.4353331;1.220933;-0.04840697;-0.3163166;1.15422;1.187522;-0.5798009;0.271633;0.3091126;-0.04681782;1.593292;2.454132;0.7820109;0.9587918;0.5312036;1.212242;0.8490544;2.062899;0.3499948;1.52844;1.368237;-0.48722;-0.706236;1.721706;0.9098015;1.349819;1.429736;1.559448;0.1316077;1.409352;"Sur";"Sur";"Sur"
"G673";0.008956959;0.3738187;0.006775365;0.4081444;0.09859832;-0.3870787;0.3144551;1.975771;2.552883;2.773613;2.597318;2.505536;0.6066358;2.186671;2.754956;2.665236;2.551812;2.115564;-0.08194346;-0.05533845;0.6301217;-0.4629678;-0.5844077;-0.8435252;0.7732394;1.754013;2.62909;2.396722;2.170598;2.22404;0.628151;2.059947;2.918491;2.367502;2.391733;2.2648;"Non";"Sur";"Sur"
"G684";-0.07108147;-0.5294904;0.4041961;-0.1813414;-0.6219551;-0.3597443;0.1987823;0.2468858;1.00913;1.342231;1.047797;1.437893;-0.03938409;0.2935912;1.559974;1.241837;1.561798;2.350674;0.00741516;-0.4597804;0.1520949;-0.2743731;-0.3830292;-0.9150782;0.2117069;0.9710418;1.356173;1.571214;2.055548;2.150372;-0.1178509;1.077941;1.360906;1.296336;1.686779;2.302122;"Non";"Sur";"Sur"
"G685";-0.006739388;2.797602;2.85351;0.8017042;0.3045357;-0.6775269;-0.6153027;0.6918505;0.3026854;-0.2418274;-0.7442941;-2.964685;-0.04289413;2.976899;2.422241;1.59905;0.4835789;-1.800153;0.04680214;2.738604;3.538064;0.4906715;-1.664057;-0.991318;-1.044615;-0.8474765;0.2508364;-3.087336;-4.037462;-3.577954;0.8764662;3.035136;3.231495;0.4828803;-1.510191;-2.445715;"Non";"Sous";"Sous"
"G686";-0.4465752;-1.280777;-0.5132207;-0.8678969;-0.5127649;0.1591435;-1.024526;-3.445158;-3.569539;-2.937968;-2.468288;-2.177183;-1.272926;-3.722717;-5.211031;-3.717975;-2.475091;-2.234286;-0.3008606;-0.5282411;-1.254828;-0.4619498;-1.462681;-1.675393;-1.179931;-4.193982;-4.5318;-1.271544;-1.589535;-1.897532;-1.171954;-4.563925;-5.011565;-3.378709;-2.482806;-2.145138;"Non";"Sous";"Sous"
"G693";-0.3092511;0.4693489;-0.4701097;-1.475472;-1.347691;-1.669386;-0.6974617;-0.5661646;-2.140638;-3.206684;-2.822372;-2.55539;-0.878195;-1.026358;-1.33623;-2.841446;-2.361279;-2.269699;-1.111146;0.3655965;0.1662239;-0.5821225;-0.3534835;-0.695847;-0.3068467;0.2731434;-0.8585898;-1.516559;-1.702542;-2.712579;-1.73657;-0.2405808;-1.476521;-2.591444;-2.181398;-3.039351;"Sous";"Sous";"Sous"
"G694";0.1215946;0.7518671;-0.4805285;-0.01779298;-0.7026386;-0.327104;0.2603076;-1.657278;-4.637479;-4.574509;-4.671554;-3.232172;0.01449351;-2.165958;-2.124105;-4.749178;-4.552788;-2.077557;-0.7706146;-0.7306591;0.3991267;-1.284669;-1.081845;-0.903492;-1.209692;-3.242956;-3.298925;-5.796455;-5.984029;-4.278319;-1.944785;-3.7957;-4.251248;-4.28412;-6.25509;-4.90264;"Non";"Sous";"Sous"
"G698";0.4336509;0.5464333;0.2392146;0.7728974;-0.2913612;-0.3935092;1.371287;4.089938;5.575109;6.278649;5.961371;6.392034;1.359315;4.631019;6.018543;6.364865;5.96703;6.504885;-0.07981544;0.01878734;0.5634442;-0.5429282;-0.5445699;-1.013636;1.36693;4.896602;5.263582;6.3006;6.074459;6.334085;0.4139647;5.352847;5.940595;6.549116;6.353464;6.444813;"Non";"Sur";"Sur"
"G700";-0.04216406;-0.1159298;0.08817407;-0.1394339;0.03519836;-0.1742537;0.7280224;2.330694;2.720185;2.260587;2.206318;2.264832;0.6666414;2.376824;2.684741;2.285656;2.554468;1.970192;0.2564611;-0.1223731;0.1467904;-0.1749001;-0.192117;-0.8556906;1.106158;2.542754;2.627893;2.132053;2.429846;2.138901;1.359486;2.591975;2.786049;2.018513;2.245913;1.925698;"Non";"Sur";"Sur"
"G702";-0.5822222;-1.529109;-0.1657648;-0.5406599;-0.8766399;1.073347;-1.507733;-3.194022;-2.519198;-2.609558;-2.701417;-3.565408;-1.236946;-2.315356;-1.033439;-1.442351;-2.109042;-2.835585;0.01934695;0.1747306;-0.428552;1.331974;0.3689791;1.339719;-1.245437;-2.865838;-1.68865;-0.6990831;-0.8652195;-2.252211;-0.5930978;-1.47672;-1.011284;-0.8066888;-1.49361;-2.35758;"Sur";"Sous";"Sous"
